VariableID||Description
1||Setpoint assignment
2||Type of setpoint output
3||Actual value assignment
4||Type of actual value sensing
5||Compensation value upper limit  $AA_OFF with clear
6||Working area limitation active in the negative dir
7||Working area limitation active in the positive dir
8||Maximum spindle speed at G26
9||Spindle speed limitation
10||Minimum spindle speed at G25
11||Working area limitation in the negative direction
12||Working area limitation in the positive direction
13||Status of Automatic+JOG mode
14||Counter for Auto key
15||Counter for Jog key
16||Counter for MDI key
17||Active mode
18||Mode group ready
19||All channels of mode group in Reset
20||Time stamp of the active auxiliary M function
21||Pre-defined index of the active auxiliary function
22||Output specif. of the active auxiliary function
23||Auxil. funct. counter of the act. auxil. function
24||Package counter of the active auxiliary function
25||Sequence counter of the active auxiliary function
26||Extension of the auxiliary function
27||Status of the auxiliary function
28||Type of the auxiliary function
29||Double value of the auxiliary function
30||Long value of the auxiliary function
31||Active following axis of the leading axis
32||Active leading axis of the following axis
33||Block change criterion for the following axis
34||Defined leading axis of the following axis
35||Proportion of axis acceleration of all couplings
36||Types of active coupling
37||Sum of all position commands of all leading axes
38||Sum of all velocity commands of all leading axes
39||Coupling deactivation mode
40||Coupling activation mode
41||Following axis mode On strategy
42||Required coupling velocity
43||Reference system for the following axis
44||Acceleration proportion of the leading axis
45||Position command of the stated coupling
46||Velocity command of the stated coupling
47||The ID of the active curve table
48||Denominator of coupling factor
49||Input scaling factor of coupling factor
50||Input transmission correction of coupling factor
51||Counter of coupling factor
52||Output scaling factor of coupling factor
53||Output transmission correction of coupling factor
54||Reference system for the stated coupling
55||Type of defined value for the coupling
56||The status of the coupling
57||Type of coupling
58||Behavior of coupling module re handling of alarms
59||Coupling mode through RESET
60||Coupling mode through program start
61||Coupling mode through SERUPRO start
62||Behavior of the coupl. module regard. VDI signals
63||Number of active following axes
64||Number of active leading axes
65||Number of defined leading axes
66||Coupling set coupling type
67||Synchronization coarse positioning tolerance
68||Threshold value second synchr. monitoring coarse
69||Synchronization coarse velocity tolerance
70||Synchronization fine positioning tolerance
71||Threshold value second synchr. monitoring fine
72||Synchronization fine velocity tolerance
73||Level of IPO buffer
74||Current gross cycle time
75||Current net cycle time
76||Average net run time
77||Tool operating time ( in seconds ).
78||Runtime of selected NC program
79||Fill  level of the IPO buffer (integer value in %)
80||Maximum gross cycle time
81||Maximum gross run time
82||Maximum net cycle time
83||Maximum net run time
84||minimum gross cycle time
85||Minimum gross run time
86||Minimum net cycle time
87||Minimum net run time
88||Total runtime NC programs
89||Sum of net run times
90||Task is present
91||Name of task
92||Data logging format
93||Number of occurrences of event
94||Number of times the event has occurred.
95||Index of data list
96||Bytes written to the Fifo file
97||Bytes read to the Fifo file
98||Event state
99||State
100||Type of header in the data record
101||Maximum Fifo buffer fill level reached
102||Maximum length of log file
103||Maximum log file size
104||Number of bytes log file undersized
105||Number of entries Fifo buffer undersized
106||Log file name
107||General result value
108||Number of events to be skipped
109||Processing block for the start trigger
110||Processing block for the stop trigger
111||$$traceProtocolLock is inactive
112||Time base
113||Translation of an active frame
114||Fine offset of an active frame
115||Mirroring enabled in an active frame
116||Rotation of an active frame
117||Coordinate rotation of active frames
118||Scaling factor of an active frame
119||Translation of a settable frame
120||Fine offset for frames
121||Mirroring enabled in a settable frame
122||Rotation of a settable frame
123||Coordinate rotation of settable frames
124||Scaling factor of a settable frame
125||Translation of an external frame
126||Fine offset of external frame
127||Mirroring of an external frame
128||Rotation of an external frame
129||Coordinate rotation external work offset
130||Scaling factor of external frame
131||Translation of grinding frame
132||Fine offset for frames
133||Mirroring of grinding frame
134||Rotation of grinding frame
135||Rotation of grinding frame coordinate
136||Scaling factor of grinding frame
137||Translation
138||Fine offset of a system frame
139||Mirroring a system frame
140||Rotation of a system frame
141||Coordinate rotation of a system frame
142||Scaling factor of a system frame
143||Translation of a settable frame
144||Fine offset for frames
145||Mirroring enabled in a settable frame
146||Rotation of a settable frame
147||Coordinate rotation of settable frames
148||Scaling factor of a settable frame
149||MD 20080: $MC_AXCONF_CHANAX_NAME_TAB
150||Collision position in world coordinates
151||Collision of two protection zones
152||Declaration of a variable protection zone
153||Real parameter(s) of a protection zone
154||String parameter(s) of a protection zone
155||Error status after calling the procedure FIXTURE
156||Abscissa arc centre of 1st contour element
157||Abscissa arc centre of 2nd contour element
158||Abscissa arc centre of 3rd contour element
159||Abscissa arc centre of 4th contour element
160||Abscissa arc centre of 5th contour element
161||Abscissa arc centre of 6th contour element
162||Abscissa arc centre of 7th contour element
163||Abscissa arc centre of 8th contour element
164||Abscissa arc centre of 9th contour element
165||Abscissa arc centre of 10th contour element
166||Ordinate arc centre of 1st contour element
167||Ordinate arc centre of 2nd contour element
168||Odinate arc centre of 3rd contour element
169||Ordinate arc centre of 4th contour element
170||Ordinate arc centre of 5th contour element
171||Ordinate arc centre of 6th contour element
172||Ordinate arc centre of 7th contour element
173||Ordinate arc centre of 8th contour element
174||Ordinate arc centre of 9th contour element
175||Ordinate arc centre of 10th contour element
176||Abscissa end point of 1st contour element
177||Abscissa end point of 2nd contour element
178||Abscissa end point of 3rd contour element
179||Abscissa end point of 4th contour element
180||Abscissa end point of 5th contour element
181||Abscissa end point of 6th contour element
182||Abscissa end point of 7th contour element
183||Abscissa end point of 8th contour element
184||Abscissa end point of 9th contour element
185||Abscissa end point of 10th contour element
186||Ordinate end point of 1st contour element
187||Ordinate end point of 2nd contour element
188||Odinate end point of 3rd contour element
189||Ordinate end point of 4th contour element
190||Ordinate end point of 5th contour element
191||Ordinate end point of 6th contour element
192||Ordinate end point of 7th contour element
193||Ordinate end point of 8th contour element
194||Ordinate end point of 9th contour element
195||Ordinate end point of 10th contour element
196||Lower limit of protection zone, applicate
197||Upper boundary of protection zone, applicate
198||Active immediately after referencing
199||Number of valid contour elements
200||Contour type of 1st contour element
201||Contour type of 2nd contour element
202||Contour type of 3rd contour element
203||Contour type of 4th contour element
204||Contour type of 5th contour element
205||Contour type of 6th contour element
206||Contour type of 7th contour element
207||Contour type of 8th contour element
208||Contour type of 9th contour element
209||Contour type of 10th contour element
210||Limitation of protection zone applicate
211||Plane assignment of protection zone
212||Workpiece or tool-related protection zone
213||Error status after calling the procedure WORKPIECE
214||R variables
215||Axial acceleration override (ACC)
216||Axial acceleration overr. main run
217||Active axis tolerance
218||EG link active
219||EG axis number master axis 
220||EG denominator link factor
221||EG numerator link factor
222||EG number of master axes
223||EG synchronous position of master axis
224||EG synchronous position of slave axis
225||EG link type
226||Active factor for rotary axis path
227||Influence of an axis on the path velocity
228||Axial jerk override (JERKLIM)
229||Axial jerk override main run
230||Save axial measuring point 1
231||Save axial measuring point 2
232||Save axial measuring point 3
233||Save axial measuring point 4
234||1st measuring point
235||2nd measuring point
236||3rd measuring point
237||4th measuring point
238||Measurement setpoint angle
239||Measurement setpoint position
240||Save axial setpoint
241||Setpoint synchronism difference
242||Status of setpoint synchronism difference
243||Axial velocity override (VELOLIM)
244||Axial velocity overr. main run
245||Current end angle tolerance for pole interpolation
246||Length component assignment for active tool
247||Length component assignment for active tool (SSL)
248||ESR alarm status
249||Reason for the activation of an ASUB
250||Status of axis container
251||Overriding of external collision avoidance
252||Taper angle
253||Active contour tolerance
254||Active G00 tolerance value of the contour
255||Stored distance-to-go of the path in the WCS
256||Distance from beginning of the block in the BCS
257||Distance from the beginning of block in the WCS
258||Distance to the end of the block in the BCS
259||Distance to the end of the block in the WCS
260||Activation of ESR
261||a0-coeff. nth polynominal for synchonous action
262||a1-coeff. nth polynominal for synchonous action
263||a2-coeff. nth polynominal for synchonous action
264||a3-coeff. nth polynominal for synchonous action
265||Lower limit nth polynominal for synchronous action
266||Upper limit nth polynominal for synchronous action
267||Max. rapid traverse rate in the block
268||Key of the path velocity axes
269||Tooth feedrate, setpoint
270||Read grinding input (PLC->NCK)
271||Activate grinding input
272||Is the grinding input active?
273||Read grinding input (PLC->NCK)
274||Read grinding input (NCK->PLC)
275||Active functions identification status 
276||Indicates whether curr. chann. is handling channel
277||Current position of machine
278||Current position of channel axes
279||JOG in circles has been selected
280||Coordinate system manual travel
281||Information about LIFTFAST
282||Touch probe has switched
283||Plane setting
284||Channel basic frame screen form
285||System frame bit screen form
286||Corner cutting angle
287||Setpoint cutting angle
288||Diameter
289||Approach direction
290||Tool edge number
291||Fine offset
292||Frame selection
293||Data for measurement
294||Save measuring point
295||Global basic frame screen form
296||Transformation behavior of the measuring interface
297||Coordinate system of the 1st measuring point
298||Coordinate system of the 2nd measuring point
299||Coordinate system of the 3rd measuring point
300||Coordinate system of the 4th measuring point
301||Programmable frame
302||Measurement results
303||Unit of measurement
304||Workpiece measurement semaphore
305||Coordinate system of the set point
306||Tool number
307||Tool length
308||Tool setting
309||Measurement type
310||Settable data management frame
311||Validity bits
312||Workpiece position angle
313||Setpoint workpiece position angle
314||Actual tool monitoring value to the setpoint
315||Number of the master spindle
316||Number of the current master tool holder
317||Assign. tool length components for milling tools
318||Assign. lngth comps f. milling tool (block search)
319||Active orientation tolerance
320||Active G00 tolerance value of the orientation
321||Path override for synchronous actions
322||Path acceleration for real-time events
323||Path jerk for real-time events
324||Normalized path parameter
325||PLC override for synchronized actions
326||Path from beginning of the block in the BCS
327||Path to the end of the block in the BCS
328||Current preprocessing run time
329||Current preprocessing gross run time
330||Longest preprocessing run time
331||Longest preprocessing gross run time
332||Shortest preprocessing run time
333||Shortest preprocessing gross run time
334||Program status according to $AC_PROG
335||Program runtime - downtime
336||Machining time of the block
337||Program runtime - machining time
338||Cart. PTP travel is supported
339||Free Safety synchronized action elements
340||Simulation mode
341||Block processing time in the simulation
