VariableID||Description
1||设定值分配
2||设定值的输出类型
3||实际值赋值
4||实际值采集方式
5||间距控制时的补偿值上限$AA_OFF
6||负向工作区域限制生效
7||正向工作区域限制生效
8||G26上最大主轴转速
9||主轴转速限值
10||G25上最小主轴转速
11||工作区域限制负方向
12||工作区域限制正方向
13||Auto模式＋JOG模式状态
14||Auto按键计数器
15||Jog按键计数器
16||MDI按键计数器
17||有效运行方式
18||运行方式组就绪
19||运行方式组中的所有通道已复位
20||激活的M辅助功能中的时间戳
21||激活的辅助功能的预定义索引
22||激活的辅助功能的输出说明
23||激活的辅助功能的辅助功能计数器
24||激活的辅助功能的包计数器
25||激活的辅助功能的顺序计数器
26||辅助功能扩展
27||辅助功能状态
28||辅助功能类型
29||辅助功能的Double值
30||辅助功能的Long值
31||引导轴上激活的跟随轴
32||跟随轴上激活的引导轴
33||跟随轴的程序段切换标准
34||跟随轴已定义的引导轴
35||所有耦合的轴加速分量
36||有效耦合的类型
37||所有引导轴位置指令的总和
38||所有引导轴速度指令的总和
39||耦合撤销模式
40||耦合激活模式
41||跟随轴模式 On 方案
42||所需的耦合速度
43||跟随轴的参考系统
44||引导轴加速度分量
45||指定耦合的位置指令
46||指定耦合的速度指令
47||激活曲线图的ID
48||耦合系数分母
49||耦合系数的输入比例系数
50||耦合系数的输入传动补偿
51||耦合系数计数器
52||耦合系数的输出比例系数
53||耦合系数的输出传动补偿
54||给定耦合的参考系统
55||耦合确定值的类型
56||耦合状态
57||耦合方式
58||根据报警处理的耦合模块特性
59||通过RESET的耦合模式
60||通过程序启动的耦合模式
61||通过SERUPRO启动的耦合模式
62||耦合模块在VDI信号方面的特性
63||激活的跟随轴的数量
64||激活的引导轴的数量
65||已定义的引导轴数量
66||耦合，设置耦合方式
67||耦合同步粗位置偏差
68||第二同步运行监控的粗阈值
69||同步粗速度偏差
70||同步精位置偏差
71||第二同步运行监控的精阈值
72||同步精速度偏差
73||IPO缓冲器等级
74||当前总运行时间
75||当前净运行时间
76||平均净运行时间
77||刀具啮合时间（单位：秒）。
78||所选NC程序的运行时间
79||IPO缓冲器的料位（整数百分比）
80||最大总运行时间
81||最大总运行时间
82||最大净运行时间
83||最大净运行时间
84||最小总运行时间
85||最小总运行时间
86||最小净运行时间
87||最小总运行时间
88||NC程序总运行时间
89||净运行时间总和
90||任务存在
91||任务名称
92||记录的数据格式
93||事件发生的次数
94||事件出现的次数。
95||数据列表索引
96||写入Fifo文件中的字节
97||读入Fifo文件的字节
98||事件状态
99||状态
100||数据组中的标题类型
101||Fifo缓冲器最大可达到的等级
102||记录文件的最大长度
103||最大可达到的记录文件长度
104||字节记录文件数量太小
105||Fifo缓冲器输入数量太小
106||记录文件名称
107||通用结果值
108||需要跳过的事件数量
109||启动触发器处理禁止
110||停止触发器处理禁止
111||$$traceProtocolLock未生效
112||时间基础
113||有效框架平移
114||有效框架的精偏移
115||有效框架镜像
116||有效框架旋转
117||有效框架的坐标系旋转
118||有效框架的比例系数
119||可设定框架的传动比
120||框架中的精偏移
121||可设定框架中的镜像
122||可设定框架的旋转
123||可设定框架的坐标系旋转
124||可设定框架的比例系数
125||外部框架偏移
126||外部框架的精偏移
127||外部框架镜像
128||外部框架旋转
129||外部零点偏移坐标旋转
130||外部框架缩放系数
131||磨削框架的平移
132||框架中的精偏移
133||磨削框架的镜像
134||磨削框架的旋转
135||磨削框架的坐标系旋转
136||磨削框架的比例系数
137||传动比
138||系统框架精偏移
139||系统框架镜像
140||系统框架旋转
141||系统框架坐标旋转
142||系统框架缩放系数
143||可设定框架的传动比
144||框架中的精偏移
145||可设定框架中的镜像
146||可设定框架的旋转
147||可设定框架的坐标系旋转
148||可设定框架的比例系数
149||MD 20080: $MC_AXCONF_CHANAX_NAME_TAB
150||世界坐标系中的碰撞位置
151||两个保护区碰撞
152||变量保护区说明
153||保护区的实际参数
154||保护区的字符参数
155||调用进程FIXTURE后的错误状态
156||第1轮廓元素的圆心横坐标
157||第2轮廓元素的圆心横坐标
158||第3轮廓元素的圆心横坐标
159||第4轮廓元素的圆心横坐标
160||第5轮廓元素的圆心横坐标
161||第6轮廓元素的圆心横坐标
162||第7轮廓元素的圆心横坐标
163||第8轮廓元素的圆心横坐标
164||第9轮廓元素的圆心横坐标
165||第10轮廓元素的圆心横坐标
166||第1轮廓元素的圆心坐标
167||第2轮廓元素的圆心坐标
168||第3轮廓元素的圆心坐标
169||第4轮廓元素的圆心坐标
170||第5轮廓元素的圆心坐标
171||第6轮廓元素的圆心坐标
172||第7轮廓元素的圆心坐标
173||第8轮廓元素的圆心坐标
174||第9轮廓元素的圆心坐标
175||第10轮廓元素的圆心坐标
176||第1轮廓元素的终点横坐标
177||第2轮廓元素的终点横坐标
178||第3轮廓元素的终点横坐标
179||第4轮廓元素的终点横坐标
180||第5轮廓元素的终点横坐标
181||第6轮廓元素的终点横坐标
182||第7轮廓元素的终点横坐标
183||第8轮廓元素的终点横坐标
184||第9轮廓元素的终点横坐标
185||第10轮廓元素的终点横坐标
186||第1轮廓元素的终点坐标
187||第2轮廓元素的终点坐标
188||第3轮廓元素的终点坐标
189||第4轮廓元素的终点坐标
190||第5轮廓元素的终点坐标
191||第6轮廓元素的终点坐标
192||第7轮廓元素的终点坐标
193||第8轮廓元素的终点坐标
194||第9轮廓元素的终点坐标
195||第10轮廓元素的终点坐标
196||垂直轴保护区的下限
197||垂直轴保护区的上限
198||回参考点后立即生效
199||有效轮廓元素数量
200||第1轮廓元素的轮廓类型
201||第2轮廓元素的轮廓类型
202||第3轮廓元素的轮廓类型
203||第4轮廓元素的轮廓类型
204||第5轮廓元素的轮廓类型
205||第6轮廓元素的轮廓类型
206||第7轮廓元素的轮廓类型
207||第8轮廓元素的轮廓类型
208||第9轮廓元素的轮廓类型
209||第10轮廓元素的轮廓类型
210||垂直轴保护区限制
211||保护区的平面分配
212||工件或刀具相关的保护区
213||调用进程WORKPIECE后的错误状态
214||R参数
215||轴向加速度补偿（ACC）
216||主运行中的轴向加速补偿
217||有效轴偏差
218||电子齿轮耦合激活
219||电子齿轮引导轴的轴编号
220||电子齿轮耦合系数分母
221||电子齿轮耦合系数计数器
222||电子齿轮引导轴数量
223||电子齿轮主导轴同步位置
224||电子齿轮跟随轴同步位置
225||电子齿轮链接方式
226||回转轴路径的有效系数
227||轴对轨迹速度的影响
228||轴向急动补偿（JERKLIM）
229||主运行的轴向冲击补偿
230||轴测量点存储1
231||轴测量点存储2
232||轴测量点存储3
233||轴测量点存储4
234||第1测量点
235||第2测量点
236||第3测量点
237||第4测量点
238||测量设定角度
239||测量设定位置
240||轴向设定值保存
241||设定值侧的同步运行差值
242||设定值侧的同步运行差值状态
243||轴向速度补偿（VELOLIM）
244||主运行中的轴向速度补偿
245||极点插补的当前终角公差
246||有效刀具长度分量分配
247||有效刀具的长度分量分配（SSL）
248||ESR报警状态
249||激活ASUP的原因
250||轴容器状态
251||“外部碰撞监测”中的倍率
252||圆锥角度
253||有效的轮廓偏差
254||当前轮廓公差值G00
255||保存在工件坐标系中的剩余行程轨迹
256||从基本坐标系中程序段开头移除
257||从工件坐标系中程序段开头移除
258||从基本坐标系中程序段末尾移除
259||从工件坐标系中程序段末尾移除
260||触发ESR
261||同步动作第n个多项式的a0系数
262||同步动作第n个多项式的a1系数
263||同步动作第n个多项式的a2系数
264||同步动作第n个多项式的a3系数
265||同步运行第n个多项式的下限
266||同步运行第n个多项式的上限
267||程序段中的最大快进速率
268||轨迹速度轴密码
269||齿轮进给，设定值
270||读取磨削输入（Plc->Nck）
271||激活磨削输入
272||磨削输入激活？
273||读取磨削输入（PLC->NCK）
274||读取磨削输入（NCK->PLC）
275||生效功能的状态识别
276||显示当前通道是否是机械手通道
277||当前机床位置
278||当前通道轴位置
279||已选择圆弧中的JOG
280||手动运行坐标系
281||LIFTFAST信息
282||测量头已接通
283||平面设置
284||通道基本框架屏幕
285||系统框架位掩码
286||棱角切削角度
287||设定切削角度
288||直径
289||进刀方向
290||刀沿编号
291||精偏移
292||框架选择
293||测量数据
294||保存测量点
295||全局基本框架屏幕
296||测量接口的转换方式
297||第1测量点的坐标系
